strain 1,stress 1,strain 2,stress 2,strain 3,stress 3,strain 4,stress 4,strain 5,stress 5
0.388596667,6.728504854,0.46189,6.045535922,0.390446667,6.139852427,0.236886667,5.850087379,0.334168333,5.969673786
0.39628,6.779097087,0.47186,6.086953398,0.398528333,6.181217476,0.242825,5.891452427,0.341238333,6.008732039
0.403233333,6.822821359,0.47186,6.132932039,0.40412,6.220328155,0.247753333,5.928256311,0.342651667,6.050149515
0.409473333,6.873413592,0.488175,6.176603883,0.407475,6.261693204,0.251266667,5.971980583,0.351181667,6.093821359
0.416821667,6.919392233,0.493565,6.218021359,0.415496667,6.30311068,0.257733333,6.00647767,0.358165,6.132932039
0.423911667,6.972291262,0.502271667,6.257079612,0.421505,6.337607767,0.258728333,6.050149515,0.359561667,6.176603883
0.430536667,7.015963107,0.504013333,6.293883495,0.425128333,6.378972816,0.266205,6.091514563,0.367686667,6.218021359
0.439046667,7.068862136,0.514631667,6.335300971,0.433321667,6.415776699,0.27307,6.139852427,0.374691667,6.257079612
0.446261667,7.117147573,0.514631667,6.372104854,0.439408333,6.457141748,0.278316667,6.174297087,0.376091667,6.296190291
0.452443333,7.16543301,0.53028,6.411163107,0.44545,6.498559223,0.281981667,6.222634951,0.384978333,6.337607767
0.460348333,7.209104854,0.535385,6.454887379,0.451383333,6.544537864,0.288726667,6.259386408,0.392278333,6.385893204
0.467678333,7.257390291,0.543023333,6.493945631,0.457176667,6.581341748,0.289765,6.30311068,0.393738333,6.427258252
0.474361667,7.305728155,0.54455,6.530749515,0.460641667,6.625013592,0.298108333,6.342168932,0.402588333,6.468675728
0.482086667,7.347093204,0.55308,6.57216699,0.468526667,6.664124272,0.305291667,6.385893204,0.40989,6.512347573
0.489405,7.399992233,0.55308,6.615838835,0.4745,6.707796117,0.310816667,6.424951456,0.411641667,6.551458252
0.49617,7.445970874,0.567311667,6.652642718,0.480643333,6.746906796,0.314683333,6.464062136,0.420675,6.588262136
0.50451,7.496563107,0.572363333,6.698621359,0.486986667,6.790578641,0.321918333,6.505479612,0.427683333,6.627320388
0.512133333,7.542541748,0.581596667,6.742293204,0.493005,6.82968932,0.327683333,6.549151456,0.429435,6.675605825
0.519021667,7.593133981,0.583443333,6.78371068,0.496595,6.877974757,0.331753333,6.592823301,0.437466667,6.712409709
0.527083333,7.636858252,0.593801667,6.822821359,0.504936667,6.914778641,0.33882,6.638854369,0.444155,6.760695146
0.534423333,7.689704854,0.593801667,6.864186408,0.511433333,6.958450485,0.344345,6.68483301,0.445826667,6.804419417
0.541036667,7.738042718,0.60877,6.903297087,0.515366667,7.002174757,0.348511667,6.728504854,0.455413333,6.848091262
0.548708333,7.786328155,0.61419,6.940100971,0.524255,7.043539806,0.355678333,6.774483495,0.463145,6.884895146
0.555946667,7.834613592,0.622641667,6.979159223,0.530626667,7.078036893,0.361773333,6.813594175,0.465076667,6.926260194
0.563361667,7.885205825,0.624755,7.020576699,0.534451667,7.121761165,0.366433333,6.852704854,0.474433333,6.960757282
0.57079,7.933491262,0.636826667,7.064248544,0.543658333,7.158512621,0.373855,6.894069903,0.4818,7.002174757
0.578436667,7.977163107,0.638956667,7.105666019,0.550365,7.197623301,0.379733333,6.933180583,0.483641667,7.045846602
0.58545,8.030062136,0.649801667,7.149337864,0.554396667,7.239040777,0.384126667,6.969984466,0.492615,7.091825243
0.593355,8.080654369,0.658563333,7.190702913,0.563325,7.285019417,0.391468333,7.013656311,0.500226667,7.133242718
0.600848333,8.131246602,0.660753333,7.234427184,0.569585,7.32407767,0.397556667,7.057328155,0.502128333,7.179221359
0.60855,8.179532039,0.672188333,7.271231068,0.57586,7.367801942,0.402176667,7.098745631,0.511878333,7.213718447
0.616316667,8.232431068,0.672188333,7.31028932,0.582175,7.40916699,0.409768333,7.142417476,0.519515,7.252829126
0.624255,8.278409709,0.68937,7.351706796,0.589045,7.455198058,0.415886667,7.183834951,0.521423333,7.291887379
0.632246667,8.331308738,0.694938333,7.393071845,0.593203333,7.494256311,0.420485,7.2252,0.530641667,7.337918447
0.63967,8.379594175,0.703298333,7.43448932,0.60279,7.537980583,0.428143333,7.268924272,0.537948333,7.381590291
0.64726,8.425572816,0.710693333,7.478161165,0.609595,7.581652427,0.429675,7.31028932,0.539775,7.429875728
0.654991667,8.478471845,0.716755,7.517271845,0.613675,7.620763107,0.438865,7.351706796,0.549188333,7.473547573
0.662816667,8.531370874,0.726025,7.558636893,0.622693333,7.664434951,0.446818333,7.395378641,0.556881667,7.514965049
0.670716667,8.581963107,0.728341667,7.597747573,0.629576667,7.703545631,0.453498333,7.436796117,0.558805,7.558636893
0.678671667,8.627941748,0.739331667,7.639165049,0.634101667,7.747217476,0.460221667,7.473547573,0.569308333,7.600054369
0.686456667,8.680840777,0.739331667,7.680530097,0.64368,7.784021359,0.466763333,7.519578641,0.576913333,7.641419417
0.694433333,8.73143301,0.755033333,7.728815534,0.650736667,7.827693204,0.473281667,7.558636893,0.578813333,7.685143689
0.70216,8.775104854,0.76092,7.77023301,0.65532,7.864497087,0.478163333,7.602361165,0.588495,7.728815534
0.710265,8.821135922,0.770306667,7.81621165,0.664936667,7.910475728,0.486298333,7.650646602,0.596631667,7.77023301
0.718143333,8.873982524,0.772653333,7.857576699,0.666005,7.951893204,0.493053333,7.694318447,0.598665,7.813904854
0.726148333,8.92918835,0.783505,7.901300971,0.676766667,7.995565049,0.498181667,7.735735922,0.608075,7.857576699
0.734118333,8.972860194,0.79226,7.942666019,0.686341667,8.03928932,0.50658,7.781714563,0.616306667,7.903607767
0.742068333,9.030372816,0.794448333,7.984083495,0.693531667,8.082961165,0.50826,7.823079612,0.618363333,7.944972816
0.749605,9.080965049,0.805283333,8.025448544,0.698216667,8.122071845,0.51863,7.862190291,0.628705,7.988697087
0.758163333,9.131557282,0.805283333,8.066866019,0.707903333,8.163436893,0.527385,7.908168932,0.636621667,8.030062136
0.766455,9.179842718,0.822565,8.110537864,0.71507,8.207108738,0.534363333,7.947279612,0.639031667,8.071479612
0.774441667,9.23735534,0.828836667,8.149648544,0.719728333,8.248526214,0.539591667,7.988697087,0.6504,8.110537864
0.782668333,9.287947573,0.838415,8.195627184,0.729483333,8.292198058,0.54735,8.032368932,0.658978333,8.156516505
0.790831667,9.338539806,0.84081,8.23704466,0.736681667,8.33592233,0.55354,8.076040777,0.661588333,8.200240777
0.799266667,9.393693204,0.853043333,8.278409709,0.741358333,8.374980583,0.558486667,8.117458252,0.672728333,8.248526214
0.807713333,9.446592233,0.862993333,8.317520388,0.75082,8.418704854,0.566848333,8.163436893,0.681266667,8.292198058
0.816246667,9.497184466,0.866021667,8.361192233,0.75187,8.460069903,0.573865,8.209415534,0.683865,8.338229126
0.82442,9.547776699,0.878345,8.404916505,0.762923333,8.503794175,0.579495,8.255446602,0.694655,8.379594175
0.833325,9.596062136,0.878345,8.450895146,0.77257,8.545159223,0.587618333,8.29681165,0.702923333,8.418704854
0.84199,9.646654369,0.896098333,8.492260194,0.779778333,8.586576699,0.594843333,8.342790291,0.70544,8.460069903
0.850368333,9.697246602,0.903145,8.535984466,0.78709,8.625634951,0.60078,8.384207767,0.716705,8.499180583
0.859883333,9.743225243,0.912861667,8.584269903,0.794576667,8.669359223,0.609003333,8.430186408,0.725786667,8.542852427
0.86396,9.793817476,0.915818333,8.625634951,0.801881667,8.703856311,0.61588,8.469297087,0.72855,8.586576699
0.877611667,9.851330097,0.928598333,8.664745631,0.80661,8.749834951,0.622851667,8.515275728,0.739071667,8.63255534
0.887023333,9.904229126,0.938128333,8.710724272,0.816306667,8.793506796,0.63016,8.556640777,0.747518333,8.669359223
0.891056667,9.959382524,0.941028333,8.756702913,0.823653333,8.837231068,0.637045,8.602671845,0.750088333,8.71764466
0.905105,10.01458835,0.952938333,8.798120388,0.828448333,8.869421359,0.642408333,8.639475728,0.761765,8.752141748
0.913855,10.06979417,0.952938333,8.837231068,0.83849,8.9154,0.65091,8.690015534,0.77063,8.793506796
0.922746667,10.12038641,0.968881667,8.883209709,0.846341667,8.949897087,0.658286667,8.729126214,0.773326667,8.832617476
0.93175,10.17323301,0.975083333,8.926881553,0.851493333,8.989007767,0.665775,8.770543689,0.784401667,8.880902913
0.93175,10.22157087,0.984675,8.965992233,0.861708333,9.030372816,0.673205,8.809601942,0.793748333,8.9154
0.950021667,10.27441748,0.987595,9.009664078,0.862843333,9.076351456,0.680966667,8.853326214,0.796591667,8.959071845
0.959346667,10.3273165,1.000686667,9.055695146,0.8744,9.110848544,0.68729,8.892384466,0.809071667,9.005102913
0.969018333,10.38252233,1.000686667,9.097060194,0.884263333,9.154572816,0.69607,8.936108738,0.818035,9.046467961
0.973853333,10.43311456,1.019725,9.13847767,0.885723333,9.19824466,0.698265,8.977473786,0.820761667,9.083271845
0.98862,10.48601359,1.027415,9.184456311,0.896685,9.232741748,0.708736667,9.023452427,0.833001667,9.129250485
0.99831,10.53886019,1.037735,9.225821359,0.906318333,9.274106796,0.716678333,9.060256311,0.842623333,9.170667961
1.008101667,10.58945243,1.040876667,9.274106796,0.913761667,9.315524272,0.723583333,9.09936699,0.845551667,9.207419417
1.017996667,10.64235146,1.054606667,9.320137864,0.918976667,9.350021359,0.729206667,9.143038835,0.857335,9.248836893
1.027653333,10.69986408,1.054606667,9.361502913,0.928475,9.386825243,0.737296667,9.184456311,0.865813333,9.290201942
1.037345,10.75045631,1.073486667,9.405227184,0.929936667,9.425883495,0.73932,9.221260194,0.868393333,9.329312621
1.04707,10.8079165,1.080505,9.453512621,0.941313333,9.467300971,0.749516667,9.264932039,0.8804,9.372984466
1.056543333,10.85620194,1.090776667,9.492570874,0.950701667,9.504104854,0.757783333,9.306297087,0.888793333,9.412095146
1.06128,10.91140777,1.093903333,9.538601942,0.952145,9.545469903,0.76488,9.343100971,0.891711667,9.448899029
1.080588333,10.962,1.106266667,9.589141748,0.963,9.586887379,0.771938333,9.389132039,0.903305,9.485702913
1.086988333,11.01951262,1.106266667,9.635172816,0.972435,9.630559223,0.778485,9.430497087,0.911531667,9.527067961
1.090188333,11.07466602,1.123921667,9.674231068,0.973886667,9.669669903,0.785281667,9.471914563,0.914523333,9.561565049
1.10619,11.13448544,1.13133,9.722516505,0.98502,9.711034951,0.790806667,9.508666019,0.926071667,9.60528932
1.114685,11.18963883,1.141278333,9.763933981,0.994496667,9.747838835,0.790806667,9.550083495,0.934288333,9.648961165
1.118931667,11.24253786,1.144738333,9.809912621,1.00198,9.784642718,0.805673333,9.586887379,0.937276667,9.694939806
1.133431667,11.29774369,1.157965,9.855891262,1.00725,9.819139806,0.811388333,9.625945631,0.948545,9.731743689
1.143088333,11.35064272,1.167585,9.904229126,1.016593333,9.858198058,0.819116667,9.665056311,0.956565,9.775415534
1.147915,11.40810291,1.171083333,9.950207767,1.01803,9.895001942,0.821468333,9.708728155,0.95948,9.812219417
1.167816667,11.46100194,1.183961667,9.993879612,1.028541667,9.931805825,0.83163,9.752452427,0.970896667,9.851330097
1.17471,11.51851456,1.183961667,10.03760388,1.037498333,9.973170874,0.838916667,9.784642718,0.979173333,9.885827184
1.18343,11.5691068,1.201806667,10.07896893,1.044593333,10.01458835,0.841135,9.828314563,0.982183333,9.929499029
1.193976667,11.62656699,1.209725,10.12264078,1.049593333,10.05369903,0.851726667,9.874293204,0.993523333,9.970916505
1.204185,11.67715922,1.2206,10.16867184,1.058275,10.09275728,0.860808333,9.908790291,1.001983333,10.00997476
1.214656667,11.73005825,1.224555,10.21695728,1.05961,10.13648155,0.86731,9.947900971,1.00506,10.05369903
1.225388333,11.78295728,1.23922,10.26062913,1.069056667,10.17323301,0.872198333,9.989266019,1.016403333,10.09275728
1.236453333,11.84272427,1.23922,10.31352816,1.07801,10.21003689,0.878905,10.0283767,1.024733333,10.12956117
1.241986667,11.8933165,1.260235,10.3572,1.084955,10.24914757,0.880946667,10.06056699,1.027761667,10.16867184
1.262505,11.95082913,1.269333333,10.40323107,1.089826667,10.28825825,0.890391667,10.10198447,1.039513333,10.2077301
1.262505,12.00598252,1.280376667,10.4515165,1.098626667,10.32500971,0.897815,10.13417476,1.048016667,10.24453398
1.28334,12.05657476,1.284393333,10.49749515,1.09998,10.36412039,0.900073333,10.1778466,1.051108333,10.28133786
1.293656667,12.11178058,1.299536667,10.53660583,1.110485,10.39861748,0.91018,10.21234369,1.062145,10.32044854
1.294171667,12.16467961,1.299536667,10.58719806,1.122301667,10.43542136,0.917858333,10.25376117,1.069926667,10.3595068
1.315013333,12.21988544,1.320738333,10.6331767,1.12757,10.47217282,0.924206667,10.29051262,1.072755,10.39631068
1.325458333,12.27734563,1.329515,10.67454175,1.130805,10.5112835,0.929451667,10.34110485,1.083456667,10.43542136
1.336391667,12.33255146,1.340168333,10.72282718,1.138895,10.54808738,0.936606667,10.37790874,1.091808333,10.47447961
1.34735,12.39001165,1.344041667,10.77341942,1.140513333,10.58719806,0.942901667,10.42388738,1.094845,10.51359029
1.358308333,12.44521748,1.358211667,10.81714369,1.150531667,10.62169515,0.948286667,10.46069126,1.10958,10.55270097
1.369118333,12.5027301,1.358211667,10.85850874,1.161998333,10.6584466,0.955041667,10.50210874,1.114845,10.59406602
1.375058333,12.55332233,1.378565,10.91371456,1.167806667,10.69755728,0.961235,10.53429903,1.116758333,10.6308699
1.39095,12.61539612,1.386978333,10.95738641,1.17132,10.73205437,0.966645,10.56648932,1.13119,10.66998058
1.401976667,12.66598835,1.398013333,10.99880388,1.179826667,10.77116505,0.973991667,10.6032932,1.136313333,10.70903883
1.408043333,12.72344854,1.402026667,11.04939612,1.181528333,10.80560971,0.980565,10.64004466,1.138176667,10.74122913
1.423803333,12.77634757,1.415975,11.09768155,1.191643333,10.84933398,0.986235,10.68146214,1.152218333,10.7849534
1.424346667,12.83386019,1.415975,11.1413534,1.199926667,10.88152427,0.993845,10.71595922,1.159711667,10.81714369
1.44633,12.88675922,1.435371667,11.18738447,1.20684,10.92288932,1.000196667,10.75963107,1.162923333,10.85850874
1.457371667,12.94421942,1.444238333,11.24253786,1.212095,10.95513204,1.005475,10.79182136,1.173125,10.89300583
1.468703333,12.99942524,1.455525,11.28626214,1.220726667,10.99880388,1.012088333,10.83093204,1.18051,10.9367301
1.479755,13.05688544,1.459628333,11.33454757,1.222453333,11.03330097,1.014101667,10.86312233,1.183675,10.9643068
1.490441667,13.11439806,1.474528333,11.38052621,1.233076667,11.07235922,1.023031667,10.90223301,1.194421667,11.01028544
1.501678333,13.16729709,1.474528333,11.43111845,1.240933333,11.10916311,1.029398333,10.94359806,1.201746667,11.04478252
1.512741667,13.22706408,1.4892,11.47479029,1.247171667,11.14827379,1.035235,10.98732233,1.204885,11.0838932
1.52356,13.2868835,1.503461667,11.52538252,1.251836667,11.18046408,1.040516667,11.02868738,1.21574,11.12069709
1.5241,13.34203689,1.503461667,11.57366796,1.260195,11.21496117,1.0471,11.07010485,1.223191667,11.16436893
1.545653333,13.39724272,1.522248333,11.61969903,1.261866667,11.25407184,1.054161667,11.1114699,1.226385,11.19886602
1.556603333,13.4616233,1.531225,11.66798447,1.272765,11.28626214,1.061161667,11.14596699,1.236813333,11.2379767
1.567941667,13.51682913,1.542475,11.7185767,1.284363333,11.32993398,1.068386667,11.18277087,1.244545,11.27472816
1.57419,13.56972816,1.547296667,11.75994175,1.290101667,11.36443107,1.071013333,11.21496117,1.247858333,11.31153204
1.590135,13.62488155,1.563051667,11.81053398,1.293518333,11.40579612,1.085418333,11.25407184,1.25884,11.34602913
1.601266667,13.68239417,1.563051667,11.85881942,1.302018333,11.43803883,1.090803333,11.28626214,1.266281667,11.37821942
1.607391667,13.73298641,1.585358333,11.90254369,1.303718333,11.47479029,1.097251667,11.32993398,1.26947,11.4173301
1.6234,13.78813981,1.595691667,11.94621553,1.3141,11.50472621,1.103986667,11.36212427,1.280361667,11.45413398
1.623951667,13.84565243,1.606786667,11.99450097,1.326076667,11.54378447,1.11082,11.41040971,1.287488333,11.48857864
1.644963333,13.90085825,1.611541667,12.04278641,1.332065,11.57597476,1.116556667,11.4449068,1.290541667,11.52538252
1.655291667,13.95831845,1.627593333,12.08651068,1.335656667,11.61277864,1.121435,11.48632427,1.300378333,11.57141359
1.665863333,14.01583107,1.627593333,12.13935728,1.344476667,11.65419612,1.12769,11.51851456,1.30761,11.60816505
1.672216667,14.07103689,1.648835,12.18538835,1.34624,11.69094757,1.133555,11.56218641,1.31071,11.64496893
1.687566667,14.12849709,1.658338333,12.23367379,1.356886667,11.72544466,1.1397,11.5920699,1.321471667,11.68177282
1.699583333,14.18370291,1.669216667,12.27503883,1.368136667,11.75763495,1.14727,11.63118058,1.328778333,11.7162699
1.706866667,14.23885631,1.673883333,12.32332427,1.374073333,11.79674563,1.152448333,11.66337087,1.33191,11.75076699
1.721883333,14.28944854,1.6893,12.36474175,1.37777,11.82201553,1.155671667,11.70248155,1.342231667,11.78295728
1.72295,14.34004078,1.6893,12.41072039,1.385795,11.86112621,1.155671667,11.73467184,1.34979,11.82201553
1.743733333,14.39293981,1.704966667,12.45444466,1.387801667,11.8956233,1.168938333,11.77147573,1.353028333,11.85881942
1.7551,14.44353204,1.72005,12.5004233,1.398346667,11.93704078,1.172316667,11.80135922,1.364018333,11.8979301
1.766,14.49412427,1.730633333,12.54640194,1.409638333,11.96923107,1.180048333,11.84272427,1.37187,11.92781359
1.772516667,14.55163689,1.735183333,12.59699417,1.415708333,12.01059612,1.18286,11.87952816,1.375235,11.97153786
1.788166667,14.60679029,1.7508,12.64066602,1.419418333,12.04278641,1.19877,11.91863883,1.385973333,12.00372816
1.79895,14.65738252,1.7508,12.68669709,1.428105,12.0772835,1.204881667,11.95313592,1.393161667,12.03822524
1.8054,14.71489515,1.77285,12.73267573,1.430276667,12.11178058,1.211005,11.99911456,1.396585,12.0772835
1.820583333,14.77235534,1.782916667,12.77865437,1.441453333,12.14627767,1.216858333,12.03361165,1.407376667,12.11639417
1.821683333,14.8206932,1.793666667,12.82007184,1.452741667,12.18538835,1.225198333,12.06810874,1.414516667,12.15319806
1.842916667,14.87123301,1.798266667,12.86835728,1.455563333,12.21988544,1.232805,12.10491262,1.418085,12.18769515
1.853933333,14.92874563,1.814083333,12.91433592,1.462023333,12.26125049,1.239666667,12.14166408,1.428931667,12.2267534
1.865266667,14.98164466,1.814083333,12.95570097,1.469138333,12.29113398,1.247683333,12.17385437,1.43599,12.25438252
1.872083333,15.0299301,1.835233333,12.99942524,1.470916667,12.32793786,1.250963333,12.21065825,1.439518333,12.29344078
1.8877,15.08282913,1.846083333,13.04309709,1.481206667,12.36012816,1.266463333,12.24746214,1.44949,12.32332427
1.8997,15.13111456,1.856683333,13.08451456,1.491373333,12.39231845,1.271858333,12.28657282,1.456443333,12.36243495
1.906966667,15.1794,1.861983333,13.12818641,1.493915,12.42681553,1.27792,12.3210699,1.45992,12.40154563
1.923083333,15.22768544,1.877383333,13.17416505,1.501511667,12.46592621,1.284398333,12.35326019,1.470013333,12.44060388
1.924233333,15.28058447,1.877383333,13.21788932,1.502851667,12.5027301,1.284398333,12.38545049,1.477146667,12.47740777
1.94675,15.3311767,1.896966667,13.26156117,1.514963333,12.53492039,1.29775,12.42220194,1.480711667,12.50959806
1.958716667,15.38176893,1.906416667,13.30753981,1.52262,12.57167184,1.302616667,12.45444466,1.491321667,12.55101553
1.970633333,15.43236117,1.916266667,13.34895728,1.524533333,12.60391456,1.308573333,12.49119612,1.498213333,12.58089903
1.977766667,15.4829534,1.9212,13.39493592,1.534518333,12.63835922,1.311125,12.53261359,1.501658333,12.61770291
1.993,15.53123883,1.936666667,13.4340466,1.543123333,12.66829515,1.318155,12.56711068,1.512323333,12.6522
2.004933333,15.58644466,1.936666667,13.48002524,1.545273333,12.7073534,1.320196667,12.60391456,1.519441667,12.68895146
2.016616667,15.64159806,1.95285,13.52600388,1.556111667,12.74185049,1.334041667,12.63610485,1.523,12.71658058
2.027733333,15.6875767,1.967983333,13.56742136,1.564211667,12.78096117,1.334041667,12.66829515,1.533148333,12.75794563
2.02885,15.74278252,1.978216667,13.6110932,1.566236667,12.81315146,1.34631,12.70279223,1.539935,12.78788155
2.045616667,15.78876117,1.983333333,13.65937864,1.575628333,12.84534175,1.357673333,12.73954369,1.543326667,12.82007184
2.060383333,15.83479223,1.999266667,13.69848932,1.583186667,12.88214563,1.357673333,12.77173398,1.55386,12.85456893
2.0715,15.88538447,1.999266667,13.73985437,1.585075,12.91433592,1.373715,12.81084466,1.56123,12.89132039
2.078783333,15.94284466,2.0147,13.7904466,1.596771667,12.94421942,1.381673333,12.84764854,1.564915,12.92581748
2.093616667,15.9888233,2.030283333,13.82955728,1.59918,12.9787165,1.381673333,12.88445243,1.575291667,12.96492816
2.10495,16.03941553,2.041033333,13.87322913,1.6086,13.01552039,1.392725,12.92120388,1.582276667,12.99711845
2.11235,16.08770097,2.046416667,13.9146466,1.616058333,13.04309709,1.401521667,12.95570097,1.585768333,13.03392233
2.127783333,16.13603883,2.0626,13.95601165,1.618326667,13.08220777,1.401521667,12.99019806,1.596493333,13.06841942
2.1295,16.18201748,2.0626,13.99281553,1.629001667,13.11209126,1.413378333,13.02238835,1.60374,13.09599612
2.1469,16.23260971,2.078533333,14.04110097,1.636116667,13.15120194,1.42502,13.05457864,1.607363333,13.13741359
2.162683333,16.28550874,2.09425,14.07790485,1.638281667,13.1879534,1.42502,13.09138252,1.617893333,13.17185825
2.174266667,16.33610097,2.104716667,14.1238835,1.648085,13.22245049,1.441338333,13.12587961,1.62478,13.20635534
2.1818,16.38664078,2.10995,14.16068738,1.65591,13.25464078,1.44888,13.15576311,1.628223333,13.24085243
2.197333333,16.43267184,2.1254,14.20435922,1.65829,13.29144466,1.44888,13.19718058,1.638398333,13.27996311
2.208866667,16.48095728,2.1254,14.2434699,1.665781667,13.32363495,1.458063333,13.22937087,1.64534,13.30523301
2.216383333,16.52924272,2.145866667,14.28719417,1.667366667,13.35357087,1.468865,13.26156117,1.649161667,13.34434369
2.231766667,16.57983495,2.156016667,14.33086602,1.680016667,13.38801553,1.468865,13.29836505,1.659975,13.37884078
2.233483333,16.62812039,2.1658,14.37453786,1.687116667,13.41795146,1.480776667,13.33747573,1.6672,13.41564466
2.251033333,16.68101942,2.175416667,14.4228233,1.689266667,13.45244854,1.491836667,13.36966602,1.671166667,13.45014175
2.265966667,16.72699806,2.184883333,14.45962718,1.6986,13.48002524,1.491836667,13.40872427,1.681133333,13.48694563
2.27735,16.7752835,2.185366667,14.49873786,1.706,13.51452233,1.505838333,13.44322136,1.6882,13.51682913
2.284783333,16.82126214,2.200383333,14.54010291,1.70825,13.54901942,1.512083333,13.47541165,1.6921,13.55363301
2.2996,16.86498641,2.21575,14.58382718,1.71775,13.5858233,1.512083333,13.50990874,1.701683333,13.5858233
2.311033333,16.91327184,2.226383333,14.61601748,1.724816667,13.6134,1.520628333,13.54440583,1.708366667,13.61801359
2.32255,16.95925049,2.23225,14.66199612,1.726966667,13.65251068,1.529165,13.57659612,1.712066667,13.65251068
2.334066667,17.00522913,2.247466667,14.70797476,1.736116667,13.68700777,1.529165,13.60878641,1.721133333,13.68700777
2.3358,17.05351456,2.258166667,14.74708544,1.74355,13.71919806,1.540228333,13.64789709,1.72785,13.71919806
2.35475,17.09954563,2.264066667,14.78845049,1.745816667,13.75369515,1.55113,13.67778058,1.731566667,13.75138835
2.37075,17.14321748,2.2797,14.83217476,1.755483333,13.7904466,1.55113,13.71689126,1.741966667,13.78813981
2.38305,17.18919612,2.280233333,14.86897864,1.763583333,13.82038252,1.565166667,13.74908155,1.7493,13.82725049
2.3911,17.23748155,2.297016667,14.9057301,1.76605,13.84795922,1.572165,13.78588544,1.753333333,13.85944078
2.407,17.28120583,2.312183333,14.94714757,1.775433333,13.88014951,1.572165,13.81807573,1.763766667,13.89855146
2.41905,17.32718447,2.322483333,14.98625825,1.782783333,13.91233981,1.582696667,13.85482718,1.770966667,13.93074175
2.4269,17.37085631,2.32815,15.0253165,1.785033333,13.94683689,1.592916667,13.8870699,1.774916667,13.96523883
2.442983333,17.41688738,2.342666667,15.06442718,1.795166667,13.97902718,1.592916667,13.92151456,1.785183333,13.98820194
2.444766667,17.46055922,2.350016667,15.11040583,1.803033333,14.01583107,1.604163333,13.96062524,1.792183333,14.02961942
2.46115,17.50653786,2.353966667,15.1495165,1.805416667,14.04571456,1.615316667,13.98820194,1.796016667,14.05263495
2.475833333,17.55256893,2.367766667,15.19318835,1.815483333,14.07790485,1.615316667,14.02731262,1.806016667,14.08713204
2.48745,17.60085437,2.377816667,15.23460583,1.8231,14.10548155,1.628691667,14.05719612,1.813383333,14.11470874
2.495633333,17.64221942,2.38335,15.27827767,1.82575,14.13997864,1.635833333,14.094,1.817466667,14.15607379
2.509983333,17.68819806,2.39475,15.31508155,1.835533333,14.16991456,1.635833333,14.11932233,1.827716667,14.17678252
2.52155,17.7364835,2.40275,15.35413981,1.842766667,14.20210485,1.644771667,14.15607379,1.835016667,14.2158932
2.52975,17.78020777,2.407166667,15.39094369,1.845383333,14.23429515,1.655321667,14.18370291,1.83905,14.25039029
2.54485,17.82157282,2.4219,15.43236117,1.85545,14.26879223,1.655321667,14.2182,1.8492,14.28488738
2.547183333,17.87216505,2.43205,15.47603301,1.862766667,14.29636893,1.662243333,14.2457767,1.856166667,14.31246408
2.564266667,17.91588932,2.437616667,15.51283689,1.865433333,14.32855922,1.670983333,14.27796699,1.86,14.35157476
2.57885,17.95725437,2.449166667,15.54964078,1.87495,14.36074951,1.670983333,14.31246408,1.870016667,14.38607184
2.590516667,18.00323301,2.45955,15.58869903,1.882233333,14.39063301,1.683866667,14.34465437,1.877333333,14.41595534
2.598766667,18.05157087,2.465316667,15.62550291,1.884883333,14.4228233,1.690233333,14.38145825,1.881383333,14.45045243
2.613183333,18.09754951,2.477166667,15.6576932,1.894883333,14.45501359,1.690233333,14.41595534,1.891233333,14.48264272
2.625533333,18.14122136,2.485766667,15.70141748,1.9023,14.48725631,1.699483333,14.45501359,1.898316667,14.5194466
2.6344,18.18263883,2.4954,15.74047573,1.904983333,14.52170097,1.706716667,14.48951068,1.902583333,14.5493301
2.648233333,18.22861748,2.506283333,15.77958641,1.914716667,14.55163689,1.706716667,14.52631456,1.91245,14.58613398
2.650366667,18.26998252,2.516733333,15.81639029,1.9224,14.58382718,1.71455,14.55163689,1.919966667,14.61371068
2.667666667,18.3090932,2.522983333,15.85775534,1.9252,14.61832427,1.72355,14.58613398,1.9245,14.65282136
2.68255,18.35051068,2.534533333,15.89225243,1.935316667,14.65051456,1.72385,14.61832427,1.934983333,14.68501165
2.6938,18.39648932,2.5427,15.92905631,1.9427,14.68039806,1.73445,14.64820777,1.942183333,14.71720194
2.70165,18.4356,2.5509,15.96816699,1.945383333,14.71720194,1.74095,14.68039806,1.946483333,14.74477864
2.716016667,18.48157864,2.55915,16.01183883,1.955733333,14.74477864,1.741266667,14.71489515,1.956266667,14.77927573
2.726983333,18.52525049,2.559966667,16.04864272,1.963866667,14.77696893,1.751866667,14.74939223,1.9634,14.80915922
2.73465,18.57122913,2.573033333,16.09231456,1.966833333,14.80915922,1.761066667,14.77927573,1.967683333,14.84134951
2.748716667,18.6149534,2.584833333,16.12911845,1.97735,14.84134951,1.761383333,14.81146602,1.97745,14.87353981
2.7599,18.65631845,2.593433333,16.16822913,1.984916667,14.86667184,1.772833333,14.84134951,1.984516667,14.90803689
2.767783333,18.69542913,2.601916667,16.20041942,1.987666667,14.9057301,1.78315,14.8758466,1.98875,14.93792039
2.782066667,18.73453981,2.610183333,16.23717087,1.996933333,14.93105243,1.7835,14.90347573,1.998966667,14.97016311
2.784266667,18.77359806,2.618916667,16.27166796,2.004583333,14.96785631,1.7975,14.94253398,2.0059,15.00460777
