strain 1,stress 1,strain 2,stress 2,strain 3,stress 3,strain 4,stress 4,strain 5,stress 5
5.4804,26.17589709,5.195016667,23.43253981,3.6165,21.1398466,3.338616667,21.45032039,3.675266667,21.48251068
5.4915,26.19660583,5.210833333,23.45550291,3.626166667,21.16516893,3.347783333,21.47559029,3.68315,21.50547379
5.502833333,26.21726214,5.221266667,23.48082524,3.6344,21.18582524,3.354516667,21.50091262,3.686516667,21.52618252
5.514383333,26.24258447,5.225733333,23.49922718,3.63605,21.20422718,3.356983333,21.52156893,3.697666667,21.54689126
5.52555,26.25867961,5.239283333,23.52911068,3.645833333,21.23185631,3.367166667,21.54689126,3.704583333,21.57446796
5.5368,26.27938835,5.248833333,23.55207379,3.654383333,21.25251262,3.369716667,21.5676,3.70755,21.5951767
5.54815,26.30235146,5.252933333,23.57278252,3.6561,21.27091456,3.38235,21.5928699,3.717866667,21.6204466
5.548716667,26.32306019,5.26805,23.59349126,3.666033333,21.30085049,3.389266667,21.61357864,3.725566667,21.64576893
5.571133333,26.33915534,5.2795,23.61876117,3.674416667,21.3215068,3.391783333,21.63428738,3.728883333,21.67103883
5.582866667,26.36217087,5.284416667,23.63716311,3.6761,21.33990874,3.401566667,21.65494369,3.73915,21.69174757
5.594116667,26.38057282,5.30055,23.66017864,3.684833333,21.36753786,3.408766667,21.68257282,3.745883333,21.71245631
5.60085,26.39666796,5.3125,23.69006214,3.6929,21.39050097,3.411383333,21.69866796,3.74875,21.72855146
5.617666667,26.41963107,5.317633333,23.71077087,3.694833333,21.40659612,3.42105,21.72393786,3.758633333,21.74926019
5.618866667,26.43803301,5.334816667,23.73147961,3.704916667,21.43191845,3.42805,21.75156699,3.765666667,21.76766214
5.63705,26.45643495,5.346933333,23.75444272,3.713133333,21.45032039,3.4306,21.7699165,3.768666667,21.78831845
5.653033333,26.47945049,5.352133333,23.78207184,3.715183333,21.4709767,3.440333333,21.79293204,3.778633333,21.81825437
5.654166667,26.50472039,5.369133333,23.79586019,3.725133333,21.49168544,3.44735,21.82050874,3.786,21.84121748
5.676516667,26.52081553,5.38035,23.8211301,3.7333,21.51926214,3.4499,21.84352427,3.789166667,21.86879417
5.688816667,26.53921748,5.38515,23.84645243,3.73535,21.54227767,3.459066667,21.86192621,3.799366667,21.88719612
5.700633333,26.56223301,5.400233333,23.86716117,3.74515,21.5652932,3.466133333,21.88719612,3.8065,21.91251845
5.7077,26.58063495,5.410966667,23.88551068,3.75345,21.58369515,3.468716667,21.91251845,3.809566667,21.9263068
5.723516667,26.5967301,5.415566667,23.90852621,3.755533333,21.60665825,3.478166667,21.93322718,3.8196,21.9515767
5.72465,26.6196932,5.430483333,23.93154175,3.765466667,21.6204466,3.4852,21.94932233,3.8265,21.97228544
5.7429,26.64040194,5.441583333,23.94994369,3.773416667,21.64115534,3.487766667,21.97228544,3.82995,21.99530097
5.7592,26.65419029,5.44635,23.97752039,3.7754,21.66417087,3.497366667,21.99299417,3.83965,22.01370291
5.760366667,26.67028544,5.460933333,23.99592233,3.784883333,21.68487961,3.504583333,22.01600971,3.846266667,22.03897282
5.78235,26.69330097,5.470633333,24.02349903,3.792833333,21.70553592,3.507216667,22.03441165,3.849583333,22.06198835
5.794183333,26.70939612,5.47525,24.03959417,3.7996,21.72393786,3.51705,22.06198835,3.858783333,22.0734699
5.80665,26.73010485,5.490983333,24.0649165,3.80645,21.74926019,3.52415,22.08039029,3.865783333,22.09879223
5.814166667,26.75306796,5.500433333,24.08557282,3.813366667,21.76766214,3.527183333,22.1033534,3.869283333,22.11944854
5.830533333,26.7737767,5.50515,24.10628155,3.81545,21.78831845,3.536983333,22.12175534,3.87975,22.14246408
5.831716667,26.78987184,5.52085,24.12699029,3.82555,21.81133398,3.544,22.14477087,3.886383333,22.16317282
5.849033333,26.81058058,5.532066667,24.15226019,3.833833333,21.83891068,3.547016667,22.16547961,3.8897,22.19305631
5.865566667,26.82898252,5.537666667,24.17296893,3.8359,21.85500583,3.556816667,22.18388155,3.8991,22.21145825
5.86675,26.84738447,5.554583333,24.19598447,3.846066667,21.87571456,3.563883333,22.20684466,3.906333333,22.23447379
5.889033333,26.86804078,5.554583333,24.21438641,3.854383333,21.8941165,3.5669,22.2252466,3.90995,22.2528233
5.900683333,26.88874951,5.5722,24.23278835,3.85645,21.91482524,3.576916667,22.24826214,3.920183333,22.27353204
5.912733333,26.90715146,5.589483333,24.25344466,3.867,21.93322718,3.584133333,22.26666408,3.926833333,22.29424078
5.92,26.92786019,5.600716667,24.2741534,3.875366667,21.9515767,3.587216667,22.28962718,3.93015,22.31725631
5.936666667,26.94626214,5.606316667,24.29255534,3.87745,21.97689903,3.597533333,22.30802913,3.940266667,22.34252621
5.937866667,26.96235728,5.622716667,24.31782524,3.88765,21.99760777,3.604483333,22.32873786,3.9469,22.36554175
5.954633333,26.97845243,5.634183333,24.34314757,3.895883333,22.02057087,3.607466667,22.35400777,3.9502,22.39081165
5.969933333,26.99916117,5.6399,24.36616311,3.897933333,22.04127961,3.61715,22.3770233,3.960583333,22.40921359
5.971566667,27.01751068,5.6563,24.38681942,3.90785,22.06429515,3.624233333,22.4022932,3.967233333,22.42992233
5.992916667,27.03821942,5.666416667,24.40983495,3.916383333,22.08495146,3.627266667,22.42530874,3.97055,22.44832427
6.004,27.05662136,5.671466667,24.43054369,3.918533333,22.1033534,3.637083333,22.45063107,3.980016667,22.46672621
6.015316667,27.07963689,5.685966667,24.4535068,3.928783333,22.11944854,3.643716667,22.46898058,3.9866,22.48282136
6.022716667,27.09342524,5.6963,24.46960194,3.936883333,22.14015728,3.64655,22.48968932,3.989883333,22.50578447
6.039133333,27.10952039,5.701466667,24.48800388,3.93935,22.16086602,3.656183333,22.51270485,3.999316667,22.5311068
6.040966667,27.12792233,5.717416667,24.50640583,3.949716667,22.17926796,3.662583333,22.53341359,4.0059,22.55176311
6.0589,27.15088544,5.717416667,24.52480777,3.9566,22.20453786,3.665333333,22.54720194,4.0092,22.57708544
6.074916667,27.16241942,5.733616667,24.54090291,3.9587,22.2252466,3.67455,22.57016505,4.019516667,22.59548738
6.0767,27.18082136,5.748883333,24.56391845,3.96885,22.24826214,3.681283333,22.59087379,4.026183333,22.62075728
6.099916667,27.20378447,5.7594,24.58688155,3.97735,22.26891845,3.684166667,22.61158252,4.029516667,22.63915922
6.111816667,27.21531845,5.76465,24.60989709,3.979933333,22.28962718,3.6937,22.63229126,4.039416667,22.65986796
6.123616667,27.23141359,5.781066667,24.63060583,3.9923,22.31033592,3.699066667,22.65986796,4.0461,22.6782699
6.131283333,27.24981553,5.792016667,24.65126214,4.000283333,22.33104466,3.701366667,22.6782699,4.049783333,22.70128544
6.147766667,27.26816505,5.797483333,24.67427767,4.002716667,22.34483301,3.710216667,22.69897864,4.058366667,22.71963495
6.1496,27.27739223,5.81305,24.69267961,4.0126,22.37010291,3.71685,22.72194175,4.065066667,22.73803689
6.16945,27.29810097,5.824516667,24.71108155,4.020566667,22.38394369,3.7197,22.74265049,4.068783333,22.76105243
6.184933333,27.30727573,5.83025,24.73179029,4.022983333,22.40921359,3.729633333,22.76566602,4.078016667,22.78632233
6.186666667,27.32567767,5.84575,24.75019223,4.0333,22.43222913,3.73715,22.78632233,4.084833333,22.80933786
6.2095,27.34407961,5.856283333,24.76854175,4.041416667,22.45749903,3.740716667,22.80933786,4.088583333,22.82773981
6.222466667,27.36478835,5.862083333,24.79155728,4.043883333,22.47590097,3.7514,22.82543301,4.098466667,22.85075534
6.2351,27.3785767,5.876966667,24.80534563,4.053666667,22.5012233,3.758266667,22.84844854,4.105616667,22.86685049
6.243283333,27.4038466,5.877483333,24.82605437,4.061783333,22.51957282,3.7617,22.86454369,4.109566667,22.8875068
6.259683333,27.41763495,5.892766667,24.84676311,4.064266667,22.53566796,3.77165,22.8852,4.1195,22.90590874
6.261516667,27.43147573,5.9063,24.86516505,4.07435,22.5563767,3.777766667,22.90360194,4.126316667,22.93123107
6.280083333,27.44757087,5.916333333,24.88126019,4.0823,22.57016505,3.780833333,22.93123107,4.130066667,22.95419417
6.295866667,27.46597282,5.921866667,24.90883689,4.084716667,22.59548738,3.7902,22.94732621,4.13915,22.9795165
6.297633333,27.48206796,5.936166667,24.92723883,4.094816667,22.60696893,3.796616667,22.97259612,4.145466667,22.99561165
6.318866667,27.50272427,5.946033333,24.94564078,4.102183333,22.63229126,3.799816667,22.99099806,4.148933333,23.02318835
6.331016667,27.51425825,5.951466667,24.96860388,4.104433333,22.64838641,3.809083333,23.01632039,4.15745,23.0392835
6.343833333,27.5280466,5.967583333,24.98931262,4.11355,22.66904272,3.815333333,23.0369767,4.163516667,23.05999223
6.35225,27.54414175,5.978633333,25.00540777,4.120633333,22.6828835,3.818466667,23.05768544,4.16685,23.07839417
6.368616667,27.5579301,5.9847,25.0284233,4.1228,22.71046019,3.82745,23.07839417,4.17635,23.10366408
6.370433333,27.57402524,6.001266667,25.04913204,4.131566667,22.72655534,3.83345,23.10140971,4.183233333,23.11750485
6.389316667,27.59473398,6.012483333,25.06522718,4.139983333,22.74726408,3.839466667,23.11750485,4.187033333,23.13816117
6.405633333,27.61082913,6.018633333,25.08362913,4.142533333,22.77022718,3.8455,23.1336,4.196716667,23.1634835
6.40815,27.62461748,6.034066667,25.10197864,4.15185,22.78632233,3.85185,23.15656311,4.2037,23.18188544
6.43085,27.63609903,6.034583333,25.12268738,4.159066667,22.80472427,3.855033333,23.17265825,4.20755,23.20484854
6.443116667,27.64763301,6.051133333,25.14108932,4.161583333,22.82543301,3.864116667,23.1887534,4.217916667,23.22555728
6.455566667,27.66372816,6.066183333,25.15949126,4.171766667,22.84844854,3.870316667,23.20946214,4.2242,23.24857282
6.464316667,27.6775165,6.076433333,25.1778932,4.1795,22.86454369,3.873416667,23.22786408,4.227633333,23.26236117
6.4797,27.69591845,6.082066667,25.19398835,4.182316667,22.89212039,3.882816667,23.25313398,4.236983333,23.28993786
6.482066667,27.71201359,6.097,25.21239029,4.191516667,22.91052233,3.88905,23.27153592,4.243583333,23.30372621
6.499766667,27.73041553,6.107933333,25.23309903,4.198633333,22.92892427,3.892166667,23.29685825,4.247216667,23.32674175
6.515683333,27.74881748,6.113966667,25.25606214,4.201233333,22.94963301,3.9018,23.3129534,4.256883333,23.3405301
6.518133333,27.76716699,6.13165,25.27215728,4.212283333,22.96803495,3.9085,23.3382233,4.264533333,23.36354563
6.540183333,27.77870097,6.142683333,25.29978641,4.218166667,22.98638447,3.91185,23.34975728,4.268766667,23.38194757
6.551916667,27.79710291,6.148716667,25.31357476,4.22445,23.0070932,3.921666667,23.37272039,4.279316667,23.40034951
6.563783333,27.80858447,6.164066667,25.3319767,4.231066667,23.02549515,3.928233333,23.38650874,4.2869,23.41869903
6.572116667,27.81775922,6.17495,25.34576505,4.23825,23.04159029,3.931516667,23.41413786,4.291466667,23.43940777
6.588,27.83846796,6.18095,25.36416699,4.241133333,23.06691262,3.940883333,23.43023301,4.3018,23.45780971
6.59045,27.8568699,6.197783333,25.37564854,4.251766667,23.08526214,3.947316667,23.45319612,4.309216667,23.47159806
6.608183333,27.87296505,6.198366667,25.40091845,4.257633333,23.10827767,3.950533333,23.47621165,4.313683333,23.49692039
6.624166667,27.88906019,6.2155,25.41701359,4.259783333,23.1312932,3.959683333,23.50148155,4.32415,23.51301553
6.626616667,27.90515534,6.2309,25.43316117,4.26855,23.14969515,3.96605,23.51762913,4.3315,23.53372427
6.6495,27.91438252,6.241833333,25.45612427,4.275316667,23.16579029,3.969566667,23.53597864,4.3359,23.54520583
6.662133333,27.92817087,6.248383333,25.47221942,4.277783333,23.18419223,3.978566667,23.55668738,4.345566667,23.56816893
6.674416667,27.93965243,6.26325,25.4837534,4.287033333,23.19798058,3.984566667,23.57278252,4.352083333,23.58200971
6.682966667,27.95344078,6.272966667,25.50210291,4.294,23.21407573,3.98785,23.59349126,4.355966667,23.60266602
6.699766667,27.96722913,6.27875,25.52511845,4.296533333,23.23703883,3.996616667,23.6118932,4.365333333,23.62337476
6.7128,27.9810699,6.29315,25.5389068,4.3055,23.25774757,4.00285,23.63485631,4.371533333,23.64869709
6.72195,27.99485825,6.304183333,25.55730874,4.3121,23.27614951,4.006283333,23.64869709,4.375216667,23.66709903
6.738233333,28.0109534,6.31085,25.57801748,4.3145,23.29685825,4.014883333,23.6693534,4.382666667,23.68775534
6.74075,28.02474175,6.325466667,25.59641942,4.323166667,23.3129534,4.021183333,23.68775534,4.38945,23.71307767
6.76305,28.04083689,6.336716667,25.60790097,4.330333333,23.32904854,4.02465,23.70846408,4.393616667,23.73604078
6.77535,28.05231845,6.343516667,25.62860971,4.33295,23.34514369,4.033566667,23.72917282,4.40345,23.75905631
6.787733333,28.06841359,6.3593,25.64931845,4.3429,23.35893204,4.03955,23.75213592,4.410583333,23.77515146
6.796433333,28.07994757,6.360433333,25.6631068,4.350233333,23.37733398,4.042833333,23.77284466,4.414866667,23.80047379
6.81175,28.09373592,6.377266667,25.67920194,4.352916667,23.39573592,4.05175,23.78663301,4.42385,23.81195534
6.8147,28.10291068,6.393466667,25.70216505,4.361416667,23.41644466,4.057683333,23.80734175,4.430533333,23.83035728
6.83325,28.12131262,6.404883333,25.72287379,4.368016667,23.43253981,4.06355,23.8211301,4.43455,23.84645243
6.8487,28.1328466,6.411716667,25.73896893,4.370416667,23.45319612,4.06935,23.84645243,4.444766667,23.86941553
6.851783333,28.14894175,6.427233333,25.75737087,4.3787,23.47159806,4.075683333,23.86024078,4.452433333,23.89012427
6.8712,28.1604233,6.43845,25.77807961,4.385316667,23.4923068,4.0792,23.88325631,4.45705,23.90852621
6.887883333,28.17651845,6.4452,25.79417476,4.38815,23.50609515,4.08845,23.89935146,4.46725,23.92923495
6.900816667,28.18338641,6.460933333,25.80796311,4.39705,23.52911068,4.095133333,23.91770097,4.474233333,23.9453301
6.910416667,28.19722718,6.472816667,25.82636505,4.403283333,23.54981942,4.0988,23.93384854,4.478416667,23.96603883
6.925983333,28.20178835,6.479983333,25.84476699,4.405966667,23.56591456,4.10835,23.95450485,4.486983333,23.97982718
6.93835,28.21332233,6.496466667,25.85855534,4.415,23.58426408,4.114816667,23.97752039,4.493433333,24.00053592
6.9476,28.22249709,6.50825,25.87695728,4.42145,23.60727961,4.118366667,24.00053592,4.497333333,24.01663107
6.963483333,28.23397864,6.515333333,25.89535922,4.4242,23.62337476,4.12735,24.02119223,4.507066667,24.03959417
6.976,28.24089903,6.5313,25.91145437,4.433266667,23.6440835,4.133816667,24.03728738,4.514083333,24.05568932
6.98535,28.25699417,6.54235,25.92985631,4.439933333,23.66248544,4.1374,24.06030291,4.518666667,24.07178447
7.000866667,28.26847573,6.54895,25.94825825,4.442783333,23.67858058,4.146833333,24.07178447,4.528166667,24.0948
7.013516667,28.28457087,6.565166667,25.9643534,4.452016667,23.69236893,4.153233333,24.08787961,4.53515,24.11320194
7.02305,28.29379806,6.577216667,25.98044854,4.459083333,23.71307767,4.15675,24.10858835,4.539683333,24.13160388
7.038733333,28.30527961,6.584483333,25.99654369,4.462133333,23.72917282,4.166433333,24.12929709,4.54935,24.15226019
7.0512,28.31676117,6.6014,26.01263883,4.470733333,23.74757476,4.1727,24.14769903,4.556516667,24.17066214
7.06055,28.32829515,6.61355,26.02873398,4.47775,23.7659767,4.17645,24.16610097,4.561183333,24.18906408
7.076383333,28.3374699,6.621433333,26.04482913,4.480766667,23.78437864,4.1852,24.18445049,4.569383333,24.20746602
7.089033333,28.35356505,6.63725,26.05861748,4.490266667,23.80047379,4.1919,24.20746602,4.575566667,24.22125437
7.098533333,28.36509903,6.649616667,26.08163301,4.49835,23.8211301,4.19595,24.22356117,4.5796,24.23734951
7.115016667,28.37427379,6.657733333,26.09772816,4.501816667,23.83722524,4.20445,24.23965631,4.589266667,24.25805825
7.128333333,28.38806214,6.6738,26.1138233,4.512266667,23.85793398,4.210966667,24.26267184,4.596333333,24.27876699
7.138366667,28.39267573,6.685083333,26.12991845,4.519633333,23.87864272,4.2149,24.27876699,4.6009,24.29716893
7.155916667,28.40185049,6.69235,26.14832039,4.5228,23.89704466,4.223883333,24.29024854,4.610216667,24.32013204
7.169566667,28.41569126,6.708233333,26.15980194,4.5335,23.91083301,4.230316667,24.30634369,4.617316667,24.33853398
7.1797,28.42717282,6.709983333,26.1712835,4.540983333,23.93384854,4.234183333,24.32474563,4.62195,24.36385631
7.196633333,28.43634757,6.727366667,26.18737864,4.5442,23.94994369,4.24355,24.33853398,4.631516667,24.38225825
7.210383333,28.44788155,6.742233333,26.19660583,4.554333333,23.96603883,4.2507,24.35924272,4.637983333,24.3960466
7.220733333,28.45474951,6.753233333,26.21500777,4.5616,23.98438835,4.255016667,24.37533786,4.642116667,24.41444854
7.2374,28.45705631,6.760383333,26.22648932,4.564733333,23.99592233,4.264416667,24.3983534,4.650816667,24.43285049
7.250666667,28.45705631,6.774916667,26.24489126,4.574716667,24.01663107,4.271133333,24.41675534,4.6569,24.44663883
7.26385,28.45705631,6.7863,26.25867961,4.58195,24.03272621,4.27515,24.43971845,4.660816667,24.46042718
7.276833333,28.4639767,6.793766667,26.28394951,4.58505,24.05107573,4.284616667,24.45581359,4.668566667,24.48344272
7.289916667,28.47084466,6.809616667,26.2954835,4.595116667,24.07178447,4.291616667,24.47652233,4.674983333,24.49723107
7.302966667,28.48007184,6.820766667,26.31388544,4.602433333,24.0924932,4.295833333,24.49261748,4.679233333,24.51563301
7.315716667,28.4915534,6.827933333,26.32998058,4.605916667,24.10166796,4.305483333,24.50640583,4.68755,24.52942136
7.32835,28.50534175,6.849383333,26.34607573,4.6157,24.1223767,4.312466667,24.52250097,4.694066667,24.5478233
7.338416667,28.51456893,6.858883333,26.35294369,4.622333333,24.13847184,4.316666667,24.53859612,4.698333333,24.56161165
7.354966667,28.52374369,6.864316667,26.36673204,4.62565,24.15226019,4.326033333,24.56161165,4.70705,24.58001359
7.368583333,28.53066408,6.864316667,26.38287961,4.635116667,24.17296893,4.33265,24.5777068,4.712433333,24.59610874
7.379433333,28.53753204,6.888383333,26.39897476,4.641916667,24.19137087,4.336616667,24.6006699,4.715816667,24.61220388
7.3961,28.54214563,6.906183333,26.41732427,4.645316667,24.20515922,4.345933333,24.61681748,4.722966667,24.62599223
7.410333333,28.54906602,6.920583333,26.43572621,4.6563,24.22125437,4.3527,24.63747379,4.728466667,24.65126214
7.42185,28.54906602,6.922183333,26.44956699,4.66215,24.23504272,4.356766667,24.65126214,4.732066667,24.67197087
7.438983333,28.55824078,6.93805,26.46104854,4.665083333,24.25113786,4.36615,24.66740971,4.73995,24.69267961
7.453116667,28.56516117,6.953716667,26.47483689,4.67485,24.26953981,4.372783333,24.68119806,4.747083333,24.71338835
7.464366667,28.57433592,6.95545,26.48862524,4.6821,24.28338058,4.37675,24.6972932,4.752316667,24.73404466
7.481733333,28.57433592,6.973483333,26.49785243,4.685716667,24.3017301,4.385366667,24.70877476,4.761816667,24.7524466
7.495383333,28.58581748,6.989883333,26.51625437,4.69645,24.31782524,4.392,24.7248699,4.768483333,24.76398058
7.506,28.58125631,6.9917,26.53004272,4.703666667,24.34084078,4.396016667,24.74788544,4.773033333,24.78238252
7.521616667,28.58125631,7.0079,26.54383107,4.707266667,24.35462913,4.4053,24.75936699,4.78095,24.80078447
7.534833333,28.58125631,7.020383333,26.55531262,4.716916667,24.37764466,4.412066667,24.78238252,4.786816667,24.81687961
7.545466667,28.58812427,7.0223,26.57371456,4.724166667,24.39373981,4.416466667,24.80534563,4.790883333,24.82836117
7.561283333,28.58351068,7.0384,26.58519612,4.727783333,24.41444854,4.425633333,24.82144078,4.798916667,24.85132427
7.574316667,28.59504466,7.05145,26.60129126,4.73845,24.4259301,4.432633333,24.83753592,4.806033333,24.86516505
7.584683333,28.60191262,7.053466667,26.61282524,4.744833333,24.44202524,4.4372,24.86516505,4.811183333,24.88126019
7.600783333,28.60883301,7.068116667,26.6243068,4.748033333,24.46042718,4.446483333,24.87203301,4.82075,24.89966214
7.614233333,28.61113981,7.082466667,26.63809515,4.758466667,24.47882913,4.45335,24.89274175,4.827116667,24.91345049
7.625016667,28.62262136,7.084683333,26.65419029,4.7658,24.49031068,4.457816667,24.90883689,4.831416667,24.93185243
7.641716667,28.62723495,7.10125,26.66572427,4.76945,24.50640583,4.4668,24.92262524,4.84015,24.95025437
7.655433333,28.63410291,7.115,26.67951262,4.7792,24.52942136,4.473483333,24.93872039,4.84705,24.96404272
7.666316667,28.6387165,7.117116667,26.69560777,4.7859,24.53859612,4.477816667,24.95712233,4.851933333,24.98244466
7.683133333,28.65019806,7.1332,26.70478252,4.789266667,24.55469126,4.486566667,24.96634951,4.860716667,25.00079417
7.697366667,28.65942524,7.147016667,26.7163165,4.799333333,24.57078641,4.4932,24.98700583,4.867633333,25.01232816
7.711666667,28.6686,7.14915,26.73241165,4.806283333,24.58918835,4.497533333,25.00079417,4.8725,25.0307301
7.72585,28.67321359,7.164316667,26.75076117,4.80975,24.6006699,4.5065,25.01694175,4.88105,25.04913204
7.730116667,28.68244078,7.1766,26.76229515,4.819766667,24.61907184,4.51295,25.04221165,4.887516667,25.06522718
7.750566667,28.68469515,7.178483333,26.78295146,4.826883333,24.63516699,4.5171,25.0583068,4.892016667,25.08819029
7.765633333,28.68930874,7.193166667,26.79448544,4.83045,24.65126214,4.525833333,25.07209515,4.900516667,25.11120583
7.778516667,28.68700194,7.206933333,26.80827379,4.840166667,24.66740971,4.532133333,25.09280388,4.906416667,25.12730097
7.78935,28.68930874,7.20905,26.82206214,4.8471,24.68350485,4.5362,25.10659223,4.91045,25.14800971
7.803916667,28.68013398,7.224966667,26.83585049,4.85095,24.70185437,4.5447,25.12268738,4.91905,25.16179806
7.816166667,28.68244078,7.240116667,26.84277087,4.861,24.71794951,4.545633333,25.14108932,4.92595,25.17327961
7.828083333,28.67321359,7.24245,26.85655922,4.8681,24.73865825,4.5552,25.15718447,4.930833333,25.19398835
7.83955,28.67552039,7.259233333,26.86578641,4.872016667,24.7524466,4.563533333,25.16866602,4.93965,25.20316311
7.8508,28.67782718,7.274166667,26.87726796,4.882183333,24.76854175,4.5697,25.18937476,4.9464,25.21925825
7.860266667,28.68700194,7.276466667,26.88874951,4.889,24.78925049,4.573716667,25.19860194,4.9511,25.23996699
7.874033333,28.69392233,7.29265,26.90945825,4.89275,24.80534563,4.582416667,25.21925825,4.959433333,25.25375534
7.885816667,28.70540388,7.30745,26.91863301,4.902216667,24.82144078,4.589133333,25.23996699,4.965933333,25.26298252
7.89575,28.71232427,7.309733333,26.93703495,4.908816667,24.83297476,4.593516667,25.25836893,4.970833333,25.28594563
7.909616667,28.72149903,7.326266667,26.94856893,4.91245,24.8490699,4.60245,25.26528932,4.98,25.29978641
7.921983333,28.72611262,7.340733333,26.96691845,4.921683333,24.86055146,4.609083333,25.29055922,4.987416667,25.31357476
7.934416667,28.73072621,7.342966667,26.97383883,4.9282,24.87203301,4.6134,25.29978641,4.993,25.33653786
7.946466667,28.73528738,7.360433333,26.98993398,4.931783333,24.88582136,4.622533333,25.31357476,5.0013,25.35493981
7.957766667,28.73990097,7.376633333,26.99454757,4.940966667,24.91114369,4.629533333,25.3319767,5.007966667,25.36872816
7.967,28.74220777,7.379133333,27.00602913,4.94755,24.92262524,4.634133333,25.35263301,5.013,25.38256893
7.9796,28.74451456,7.397416667,27.01751068,4.951166667,24.94102718,4.643516667,25.36186019,5.021816667,25.40091845
7.990433333,28.74220777,7.413283333,27.02673786,4.960333333,24.95712233,4.65045,25.3848233,5.02915,25.41014563
7.999583333,28.74451456,7.41645,27.04052621,4.966916667,24.97783107,4.655316667,25.39866408,5.0347,25.42624078
8.01235,28.74451456,7.43465,27.05200777,4.97055,24.98469903,4.664366667,25.41245243,5.043716667,25.44233592
8.023516667,28.74682136,7.450766667,27.06354175,4.980033333,25.00310097,4.671583333,25.42854757,5.050783333,25.46073786
8.033033333,28.74682136,7.453983333,27.0727165,4.986783333,25.01463495,4.676683333,25.44464272,5.056066667,25.47452621
8.04665,28.75138252,7.472583333,27.08419806,4.9905,25.0307301,4.6856,25.45612427,5.06485,25.49292816
8.0585,28.75599612,7.487283333,27.09342524,5.000266667,25.04221165,4.692766667,25.47221942,5.072366667,25.5090233
8.068583333,28.75830291,7.490233333,27.10721359,5.007166667,25.06061359,4.70015,25.49062136,5.078116667,25.52281165
8.08295,28.76060971,7.508333333,27.11869515,5.010966667,25.07670874,4.707933333,25.50210291,5.087883333,25.5389068
8.087333333,28.76747767,7.522416667,27.12561553,5.020816667,25.09049709,4.7151,25.51363689,5.095633333,25.55500194
8.106433333,28.77209126,7.525233333,27.13709709,5.027583333,25.09972427,4.720033333,25.53203883,5.101433333,25.57340388
8.12125,28.76747767,7.542916667,27.14863107,5.0313,25.11581942,4.729533333,25.54121359,5.110433333,25.58719223
8.134316667,28.76978447,7.55965,27.16011262,5.0411,25.13191456,4.736766667,25.55500194,5.118016667,25.61020777
8.1455,28.77209126,7.563,27.17159417,5.048033333,25.14570291,4.741816667,25.57340388,5.1238,25.62168932
8.160633333,28.77670485,7.582683333,27.18768932,5.05185,25.15949126,4.7514,25.59180583,5.1334,25.64009126
8.174216667,28.77670485,7.5993,27.1992233,5.061466667,25.1825068,4.752883333,25.60559417,5.14115,25.65387961
8.186716667,28.7928,7.612483333,27.21301165,5.068333333,25.19398835,4.764116667,25.62860971,5.146983333,25.67689515
8.20185,28.79741359,7.625683333,27.2268,5.072116667,25.2100835,4.774116667,25.64470485,5.1568,25.68376311
8.215433333,28.80658835,7.639033333,27.23597476,5.081483333,25.22387184,4.781533333,25.6631068,5.164383333,25.70677864
8.227566667,28.81350874,7.65205,27.24520194,5.088566667,25.23996699,4.786666667,25.67920194,5.17,25.72056699
8.24265,28.82499029,7.661733333,27.26129709,5.092866667,25.25375534,4.796,25.69299029,5.179233333,25.73435534
8.25615,28.82499029,7.676983333,27.27047184,5.104183333,25.26985049,4.80335,25.70908544,5.186666667,25.74127573
8.2695,28.83416505,7.680033333,27.27969903,5.11095,25.27907767,4.808533333,25.72518058,5.19225,25.75967767
8.282783333,28.83877864,7.697366667,27.29118058,5.114933333,25.29517282,4.817983333,25.73896893,5.201416667,25.77346602
8.296066667,28.84339223,7.697366667,27.30496893,5.123733333,25.30896117,4.825316667,25.75506408,5.208716667,25.78725437
8.309366667,28.85026019,7.71695,27.31188932,5.130083333,25.32044272,4.83045,25.77115922,5.214183333,25.80334951
8.322716667,28.85256699,7.736633333,27.32567767,5.133883333,25.33423107,4.840416667,25.78494757,5.223516667,25.81944466
8.336166667,28.85487379,7.736633333,27.33715922,5.142883333,25.35263301,4.847983333,25.79878835,5.230566667,25.8401534
8.3497,28.85948738,7.757416667,27.3486932,5.149716667,25.36647379,4.85325,25.8102699,5.236083333,25.85163495
8.36345,28.86635534,7.778166667,27.35556117,5.153833333,25.38256893,4.863166667,25.82405825,5.244366667,25.8677301
8.377266667,28.86410097,7.79485,27.36934951,5.163083333,25.40091845,4.8647,25.83553981,5.252066667,25.88382524
8.389733333,28.86866214,7.798183333,27.38313786,5.170633333,25.41475922,4.876,25.84938058,5.258483333,25.89997282
8.405666667,28.87558252,7.81855,27.39236505,5.175216667,25.43085437,4.885433333,25.86316893,5.267416667,25.90914757
8.42,28.87788932,7.81855,27.4038466,5.184683333,25.44464272,4.892683333,25.88157087,5.275016667,25.92524272
8.432816667,28.87788932,7.839283333,27.41538058,5.19185,25.45843107,4.9002,25.89766602,5.28115,25.93903107
8.4488,28.88937087,7.859416667,27.42224854,5.196166667,25.46535146,4.9086,25.91606796,5.289716667,25.95051262
8.46305,28.89629126,7.859416667,27.42686214,5.205033333,25.47913981,4.9164,25.93216311,5.291866667,25.96666019
